source,target,distance_km
1865,4497,0.1083
1865,14087,0.153215
1865,5457,0.174914
1865,450,0.234793
1866,1255,0.078407
1866,383,0.169323
1866,3161,0.267903
1866,13892,0.301567
1866,9767,0.349419
1867,17981,0.044478
1867,7719,0.153374
1867,10792,0.153374
1867,5818,0.15617
1867,17244,0.156171
1868,7910,0.066717
1868,6177,0.093732
1868,11138,0.100075
1868,11188,0.111195
1868,15671,0.160841
1869,4391,0.022239
1869,7313,0.077836
1869,17149,0.077836
1869,4289,0.108037
1869,18561,0.164028
1870,18281,0.245377
1870,11749,0.396416
1870,8290,0.416826
1870,9095,0.440545
1870,8803,0.64163
1871,17414,0.133434
1871,18149,0.155673
1871,7591,0.296686
1871,11186,0.376134
1871,11187,0.376134
1872,1562,0.108127
1872,17758,0.116387
1872,2968,0.122314
1872,1207,0.1829
1872,6215,0.189031
1873,1487,0.022239
1873,19343,0.075726
1873,14355,0.077836
1873,19415,0.100075
1873,18277,0.111195
1874,2475,0.116443
1874,12340,0.125143
1874,14062,0.153134
1874,8399,0.153933
1874,17037,0.15672
1875,6372,0.383713
1875,10955,0.449039
1875,3802,0.457349
1875,17513,0.562826
1875,5549,0.653299
1876,14609,0.081963
1876,6654,0.088956
1876,13707,0.100282
1876,16401,0.134051
1876,12020,0.143408
1877,17019,0.066717
1877,2456,0.125169
1877,15308,0.150772
1877,13188,0.174704
1877,12855,0.19383
1878,3554,0.473494
1878,1735,0.608027
1878,10506,0.609884
1878,367,0.651447
1878,3260,0.660301
1879,18160,0.087224
1879,9677,0.180372
1879,3853,0.216222
1879,9326,0.241355
1879,5833,0.246339
1880,3974,0.093386
1880,3912,0.108112
1880,11928,0.153083
1880,16370,0.153083
1880,11165,0.156517
1881,2375,0.022239
1881,18495,0.074855
1881,17875,0.077836
1881,18374,0.088956
1881,9820,0.100075
1882,5150,0.150094
1882,17416,0.162779
1882,6962,0.174121
1882,5780,0.180056
1882,26,0.215961
1883,14476,0.044478
1883,5378,0.0871
1883,4026,0.156239
1883,6274,0.177912
1883,18922,0.245223
1884,13239,0.022239
1884,16952,0.09332
1884,582,0.182858
1884,7524,0.23468
1884,4789,0.277193
1885,1275,0.224179
1885,6706,0.250085
1885,10239,0.256019
1885,3742,0.259073
1885,15494,0.328227
1886,1886,0.0
1886,3534,0.152284
1886,18906,0.153227
1886,511,0.154301
1886,9724,0.22707
1887,4881,0.066717
1887,2202,0.077836
1887,15230,0.153278
1887,2339,0.203294
1887,4095,0.208032
1888,5556,0.022239
1888,11953,0.133434
1888,20449,0.153804
1888,18409,0.162884
1888,13652,0.189031
1889,10978,0.011119
1889,8385,0.189031
1889,14274,0.245381
1889,11929,0.252056
1889,12098,0.298777
1890,2695,0.033358
1890,12500,0.044478
1890,8848,0.066717
1890,1329,0.07569
1890,8142,0.100282
1891,17191,0.055597
1891,14197,0.074819
1891,712,0.093214
1891,15091,0.133434
1891,18307,0.159633
1892,2725,0.066717
1892,10110,0.172705
1892,10005,0.174023
1892,9683,0.186372
1892,17967,0.224627
1893,8160,0.044478
1893,19484,0.087035
1893,18247,0.124947
1893,20182,0.143379
1893,14280,0.15962
1894,1894,0.0
1894,1906,0.149754
1894,14222,0.153424
1894,19753,0.172744
1894,17663,0.186521
1895,2033,0.044478
1895,20447,0.075122
1895,4498,0.078345
1895,20083,0.078345
1895,3895,0.203411
1896,12767,0.093393
1896,16342,0.153745
1896,10095,0.21127
1896,7988,0.224202
1896,2654,0.234803
1897,8313,0.075896
1897,17399,0.303582
1897,16180,0.394456
1897,20065,0.425404
1897,299,0.43258
1898,1438,0.055597
1898,4696,0.076113
1898,849,0.076113
1898,4847,0.078512
1898,17400,0.093598
1899,9771,0.078094
1899,17839,0.224855
1899,6526,0.360169
1899,7335,0.593179
1899,12276,0.700993
1900,6518,0.044478
1900,17658,0.055597
1900,12597,0.07567
1900,10636,0.081945
1900,4534,0.081946
1901,3836,0.411421
1901,4792,0.541304
1901,9496,0.716172
1901,18087,0.727507
1901,7637,0.745006
1902,9735,0.077836
1902,7364,0.151902
1902,10043,0.182933
1902,2487,0.229746
1902,13901,0.242316
1903,3616,0.082451
1903,6464,0.108369
1903,6169,0.155673
1903,23,0.160725
1903,1908,0.163037
1904,5568,0.075769
1904,6784,0.088956
1904,17321,0.116321
1904,14675,0.162829
1904,8302,0.172775
1905,9713,0.075781
1905,2350,0.088956
1905,16052,0.100075
1905,17999,0.100351
1905,18453,0.410247
1906,14222,0.033358
1906,8857,0.074877
1906,952,0.087091
1906,17663,0.111195
1906,1894,0.149754
1907,16345,0.088956
1907,7054,0.183012
1907,3124,0.213854
1907,2540,0.251846
1907,10165,0.26661
1908,6169,0.076215
1908,9510,0.10068
1908,16565,0.111195
1908,23,0.116612
1908,18401,0.155673
1909,15369,0.111195
1909,9590,0.150547
1909,11442,0.151774
1909,7968,0.155673
1909,175,0.160099
1910,4718,0.088956
1910,10639,0.381911
1910,14911,0.385387
1910,7886,0.452991
1910,4529,0.465046
1911,14690,0.153912
1911,10463,0.241474
1911,6490,0.259253
1911,12581,0.27724
1911,11018,0.316626
1912,6139,0.108047
1912,18208,0.116312
1912,7152,0.193049
1912,7093,0.308501
1912,16483,0.315813
1913,12761,0.156315
1913,10111,0.162817
1913,10927,0.277987
1913,13865,0.298658
1913,833,0.30482
1914,6021,0.044478
1914,16877,0.075065
1914,14036,0.087252
1914,4123,0.087252
1914,245,0.093412
1915,11150,0.134243
1915,10035,0.22998
1915,1473,0.32471
1915,3855,0.352815
1915,6167,0.376095
1916,10863,0.22608
1916,16243,0.226353
1916,13952,0.241762
1916,3594,0.302259
1916,17325,0.325018
1917,535,0.022239
1917,5927,0.075661
1917,10960,0.081938
1917,19428,0.081938
1917,2587,0.093232
1918,4657,0.066717
1918,14580,0.153077
1918,9817,0.16001
1918,8064,0.160011
1918,3506,0.26827
1919,4323,0.087052
1919,16815,0.100075
1919,10128,0.100254
1919,20209,0.124959
1919,7499,0.133434
1920,1920,0.0
1920,11013,0.100637
1920,13598,0.108329
1920,15802,0.122314
1920,10438,0.143657
1921,15860,0.511864
1921,5221,0.671396
1921,17055,0.671617
1921,18337,0.67737
1921,19643,0.692275
1922,8946,0.116478
1922,5025,0.150795
1922,1841,0.160332
1922,7779,0.169335
1922,14170,0.193149
1923,1923,0.0
1923,14543,0.022239
1923,8745,0.055597
1923,16763,0.144553
1923,3240,0.149856
1924,5888,0.150006
1924,4347,0.159978
1924,12322,0.22239
1924,9136,0.255869
1924,1651,0.301149
1925,7210,0.033358
1925,5743,0.156723
1925,3361,0.162916
1925,3362,0.162916
1925,3041,0.174632
1926,16471,0.081931
1926,9163,0.245791
1926,8810,0.249921
1926,162,0.306673
1926,14670,0.327727
1927,5045,0.111195
1927,14706,0.193879
1927,12318,0.256664
1927,16476,0.374133
1927,18715,0.416027
1928,15991,0.022239
1928,3647,0.100075
1928,118,0.151314
1928,8356,0.180047
1928,8570,0.21127
1929,19953,0.245253
1929,11763,0.250939
1929,6875,0.296478
1929,20044,0.316193
1929,4926,0.316329
1930,13259,0.077836
1930,11135,0.100075
1930,12461,0.108
1930,15373,0.108001
1930,6653,0.108001
1931,11607,0.0
1931,7336,0.033358
1931,19199,0.055597
1931,10970,0.066717
1931,17475,0.075914
1932,18282,0.093229
1932,10390,0.100075
1932,3740,0.124962
1932,17598,0.162776
1932,13211,0.162777
1933,19279,0.093516
1933,5759,0.160337
1933,8237,0.200151
1933,5812,0.201049
1933,11861,0.208597
1934,16051,1.11861
1934,19151,1.490405
1934,7787,1.709506
1934,15704,2.03714
1934,1708,2.100358
1935,12000,0.133983
1935,1492,0.355435
1935,12497,0.418819
1935,5015,0.46207
1935,12817,0.51693
1936,918,0.078741
1936,3838,0.111195
1936,2473,0.165146
1936,9302,0.227694
1936,17440,0.236222
1937,18237,0.100459
1937,14647,0.100459
1937,7,0.134183
1937,6249,0.277987
1937,7673,0.316656
1938,6222,0.078274
1938,20104,0.087238
1938,20312,0.100416
1938,10724,0.122314
1938,17410,0.150096
1939,2014,0.125155
1939,10355,0.27725
1939,5140,0.287209
1939,20173,0.324596
1939,18702,0.332684
1940,2013,0.093197
1940,16560,0.162758
1940,5832,0.21127
1940,16513,0.22412
1940,5937,0.255563
1941,13734,0.066717
1941,10453,0.125068
1941,16614,0.143484
1941,17802,0.159995
1941,9249,0.224339
1942,8397,0.022239
1942,2752,0.033358
1942,14724,0.074828
1942,885,0.07565
1942,13499,0.088956
1943,1943,0.0
1943,6237,0.0
1943,17070,0.022239
1943,6492,0.153781
1943,4892,0.229532
1944,1943,0.0
1944,6237,0.0
1944,17070,0.022239
1944,6492,0.153781
1944,4892,0.229532
1945,3239,0.143621
1945,8738,0.162978
1945,10580,0.242709
1945,1172,0.242709
1945,17987,0.256817
1946,16920,0.075692
1946,17072,0.087085
1946,1121,0.100075
1946,7445,0.11627
1946,13356,0.11627
1947,7940,0.044478
1947,4715,0.0938
1947,15450,0.100789
1947,5098,0.122314
1947,17509,0.12539
1948,1519,0.0
1948,8784,0.075003
1948,7753,0.193076
1948,17528,0.200151
1948,1990,0.309946
1949,17128,0.075072
1949,10189,0.100075
1949,13792,0.144553
1949,8236,0.160106
1949,13846,0.169119
1950,9367,0.011119
1950,2693,0.100075
1950,13218,0.116239
1950,17744,0.116239
1950,17743,0.116239
1951,10013,0.151309
1951,16769,0.193009
1951,14011,0.22239
1951,5321,0.401111
1951,4559,0.441043
1952,8630,0.074816
1952,18582,0.081916
1952,6977,0.093212
1952,15126,0.156103
1952,5589,0.159627
1953,9082,0.0
1953,17563,0.087539
1953,4039,0.108366
1953,17705,0.143686
1953,14666,0.153262
1954,11433,0.066717
1954,7346,0.087512
1954,8113,0.087512
1954,1102,0.150733
1954,6828,0.152364
1955,8115,0.044478
1955,5916,0.078377
1955,5493,0.151948
1955,5895,0.166792
1955,6720,0.174661
1956,10016,0.124918
1956,2149,0.213658
1956,7658,0.231073
1956,17499,0.241021
1956,15195,0.325483
1957,2223,0.044478
1957,10669,0.076144
1957,992,0.078542
1957,8941,0.082384
1957,6527,0.087479
1958,13053,0.011119
1958,9156,0.226257
1958,17181,0.266637
1958,15255,0.329871
1958,10220,0.355824
1959,15281,0.116397
1959,8437,0.122314
1959,13792,0.143514
1959,3156,0.151775
1959,2862,0.186829
1960,3768,0.160395
1960,14743,0.201095
1960,17633,0.203449
1960,11306,0.228127
1960,11084,0.255934
1961,2215,0.033358
1961,16042,0.055597
1961,3140,0.324298
1961,5696,0.376916
1961,17179,0.957015
1962,11626,0.075653
1962,1542,0.150075
1962,10716,0.189031
1962,14962,0.215945
1962,2991,0.228858
1963,5173,0.0
1963,18150,0.011119
1963,2463,0.075331
1963,6489,0.078545
1963,5775,0.087482
1964,12339,0.074794
1964,13987,0.100227
1964,15634,0.100227
1964,8961,0.144553
1964,3261,0.172709
1965,14791,0.022239
1965,2829,0.093268
1965,13317,0.093268
1965,2828,0.093268
1965,11901,0.093268
1966,9859,0.033358
1966,16899,0.044478
1966,16865,0.224858
1966,6534,0.233509
1966,2458,0.300832
1967,11300,0.177912
1967,8148,0.203354
1967,967,0.366943
1967,8084,0.511497
1967,4224,0.524778
1968,16845,0.075308
1968,16703,0.076124
1968,6081,0.082365
1968,5516,0.162994
1968,13938,0.164732
1969,5869,0.075631
1969,14707,0.100237
1969,17666,0.111195
1969,10260,0.153291
1969,15200,0.1828
1970,1970,0.0
1970,10902,0.033358
1970,10240,0.100075
1970,16980,0.100331
1970,6002,0.122314
1971,4642,0.066717
1971,18212,0.100196
1971,8549,0.116195
1971,8376,0.144553
1971,2881,0.149508
1972,19781,0.100075
1972,13935,0.116267
1972,14309,0.124979
1972,20069,0.144553
1972,20439,0.155673
1973,15026,0.116612
1973,9990,0.116612
1973,2192,0.143687
1973,2917,0.180985
1973,12919,0.180985
1974,17213,0.033358
1974,6761,0.231727
1974,19479,0.255863
1974,9958,0.312858
1974,6429,0.324244
1975,13739,0.075321
1975,4556,0.11656
1975,433,0.122314
1975,10898,0.201239
1975,108,0.224749
1976,498,0.075096
1976,7336,0.075914
1976,1931,0.078319
1976,11607,0.078319
1976,19199,0.082172
1977,3452,0.151768
1977,11029,0.224209
1977,9181,0.225469
1977,10884,0.227653
1977,20031,0.232789
1978,8936,0.177912
1978,4860,0.266868
1978,16632,0.462006
1978,18186,0.522301
1978,19412,0.558631
1979,7319,0.093212
1979,17909,0.133434
1979,9564,0.163831
1979,2315,0.166792
1979,6356,0.200486
1980,8780,0.224265
1980,5336,0.225699
1980,16929,0.230039
1980,6503,0.232447
1980,7755,0.274177
1981,2774,0.193052
1981,15314,0.21127
1981,5996,0.309439
1981,6139,0.348943
1981,5119,0.373255
1982,12700,0.011119
1982,5028,0.011119
1982,10707,0.077836
1982,7343,0.087074
1982,6182,0.143403
1983,209,0.23474
1983,8375,0.244629
1983,15850,0.266868
1983,7542,0.322465
1983,15776,0.324475
1984,15972,0.124974
1984,5899,0.134043
1984,19728,0.143401
1984,14632,0.151352
1984,15633,0.267069
1985,4933,0.055597
1985,18271,0.134129
1985,14182,0.150427
1985,16990,0.151654
1985,13549,0.166792
1986,15063,0.0
1986,563,0.088956
1986,15421,0.144553
1986,2420,0.151034
1986,9317,0.152256
1987,5068,0.074808
1987,10489,0.07563
1987,12941,0.078044
1987,2858,0.081909
1987,18615,0.081909
1988,13723,0.156448
1988,15790,0.159965
1988,15818,0.193072
1988,1056,0.268246
1988,2515,0.309452
1989,1245,0.066717
1989,9858,0.200151
1989,3736,0.232369
1989,14175,0.245179
1989,2323,0.255748
1990,1519,0.309946
1990,1948,0.309946
1990,8784,0.38301
1990,7753,0.388146
1990,17528,0.409001
1991,19073,0.087035
1991,7473,0.111195
1991,7786,0.224071
1991,13285,0.266957
1991,2310,0.299249
1992,5581,0.075836
1992,14058,0.12507
1992,12281,0.153076
1992,201,0.180347
1992,9249,0.186744
1993,10915,0.075962
1993,16150,0.153945
1993,3077,0.216378
1993,6449,0.232891
1993,17246,0.255909
1994,2451,0.100075
1994,9528,0.156265
1994,15534,0.162806
1994,17243,0.174224
1994,1068,0.193035
1995,11389,0.125293
1995,6902,0.153257
1995,3679,0.153258
1995,2025,0.226433
1995,4867,0.259554
1996,10012,0.088956
1996,2204,0.150031
1996,15584,0.186744
1996,8952,0.193081
1996,8120,0.200785
1997,17883,0.055597
1997,9232,0.116245
1997,9233,0.116245
1997,16319,0.150075
1997,12694,0.208075
1998,12369,0.077836
1998,14759,0.088956
1998,16496,0.088956
1998,1,0.134016
1998,13708,0.134017
1999,11003,0.093338
1999,13263,0.100075
1999,3085,0.122314
1999,5893,0.133434
1999,10230,0.16412
2000,2000,0.0
2000,6244,0.075762
2000,2782,0.087146
2000,4624,0.122314
2000,9092,0.172773
2001,2447,0.055597
2001,6614,0.093685
2001,16234,0.111195
2001,10650,0.116614
2001,1855,0.125303
2002,9170,0.022239
2002,6653,0.033358
2002,15373,0.033358
2002,13259,0.081967
2002,3443,0.088956
2003,8487,0.075288
2003,18393,0.076105
2003,15477,0.076105
2003,18714,0.157007
2003,177,0.169503
2004,354,0.044478
2004,5350,0.075138
2004,15751,0.07836
2004,2706,0.151912
2004,5131,0.15672
2005,8545,0.033358
2005,3677,0.044478
2005,7377,0.108255
2005,17613,0.116507
2005,5477,0.20866
2006,3855,0.156872
2006,5183,0.166792
2006,10261,0.180682
2006,1719,0.251564
2006,14337,0.301691
2007,1732,0.540777
2007,14998,0.610057
2007,16252,0.639642
2007,8133,0.661325
2007,16365,0.757866
2008,6827,0.087346
2008,12282,0.18295
2008,1595,0.256552
2008,6209,0.262036
2008,6208,0.262036
2009,12729,0.153068
2009,10395,0.168997
2009,608,0.186726
2009,15805,0.203367
2009,3552,0.22747
2010,1627,0.087001
2010,11533,0.100075
2010,16169,0.124924
2010,5708,0.156018
2010,15990,0.189031
2011,20315,0.100384
2011,6062,0.150012
2011,4612,0.26652
2011,19283,0.277208
2011,6694,0.286857
2012,13404,0.088956
2012,10644,0.12525
2012,529,0.213853
2012,8483,0.306446
2012,6038,0.309337
2013,16560,0.088956
2013,1940,0.093197
2013,16513,0.155673
2013,5832,0.172709
2013,14866,0.224667
2014,1939,0.125155
2014,10355,0.224534
2014,803,0.255915
2014,12918,0.287969
2014,9539,0.349371
2015,10101,0.082461
2015,5535,0.11662
2015,840,0.187384
2015,7038,0.201378
2015,12970,0.309553
2016,19816,0.108047
2016,19680,0.111195
2016,4922,0.144553
2016,19962,0.293727
2016,5959,0.29643
2017,13167,0.082087
2017,9039,0.200151
2017,3342,0.213742
2017,15783,0.216183
2017,4648,0.216183
2018,17740,0.108124
2018,16919,0.156549
2018,13315,0.200151
2018,13027,0.216248
2018,719,0.226243
2019,413,0.286382
2019,15908,0.299215
2019,15912,0.312161
2019,9183,0.327623
2019,5496,0.359991
2020,13287,0.044478
2020,4582,0.044478
2020,11663,0.081941
2020,8720,0.100075
2020,1777,0.15299
2021,16230,0.155673
2021,11016,0.227131
2021,11015,0.227131
2021,10319,0.255748
2021,17817,0.332145
2022,5546,0.074874
2022,8943,0.234321
2022,5714,0.26811
2022,13928,0.301349
2022,17822,0.352743
2023,2023,0.0
2023,17290,0.044478
2023,8497,0.055597
2023,16607,0.087469
2023,5348,0.10831
2024,2023,0.0
2024,17290,0.044478
2024,8497,0.055597
2024,16607,0.087469
2024,5348,0.10831
2025,3172,0.160696
2025,11389,0.187342
2025,391,0.201337
2025,3679,0.208875
2025,1995,0.226433
2026,7890,0.075111
2026,8197,0.093449
2026,15435,0.100075
2026,17747,0.150223
2026,10179,0.224225
2027,4721,0.143525
2027,17974,0.22239
2027,16204,0.229622
2027,17501,0.244629
2027,5954,0.301342
2028,6871,0.087036
2028,15568,0.100241
2028,9554,0.150038
2028,4566,0.226904
2028,17722,0.234636
2029,8888,0.044478
2029,1687,0.055597
2029,8443,0.077836
2029,5410,0.100075
2029,12516,0.108145
2030,12003,0.066717
2030,8291,0.075856
2030,3449,0.100408
2030,13920,0.156525
2030,9691,0.160042
2031,16830,0.125295
2031,17997,0.166792
2031,6146,0.18097
2031,9797,0.189031
2031,13011,0.200151
2032,15262,0.169591
2032,20424,0.19407
2032,13193,0.224771
2032,10333,0.259494
2032,4702,0.317075
2033,1895,0.044478
2033,20083,0.078345
2033,20447,0.087302
2033,4498,0.100471
2033,7337,0.162909
2034,14845,0.133434
2034,7888,0.179912
2034,9501,0.192978
2034,7664,0.224263
2034,9879,0.234618
2035,7670,0.055597
2035,7534,0.078197
2035,9839,0.174339
2035,14638,0.177912
2035,12317,0.180265
2036,17737,0.111195
2036,754,0.250303
2036,973,0.320508
2036,11962,0.324533
2036,12286,0.355824
2037,4957,0.087199
2037,3592,0.088956
2037,360,0.111195
2037,4997,0.116355
2037,12796,0.150417
2038,11040,0.087536
2038,807,0.143684
2038,17107,0.144553
2038,180,0.154434
2038,8620,0.157212
2039,10558,0.044478
2039,6877,0.066717
2039,11692,0.082252
2039,11486,0.143573
2039,7793,0.150779
2040,17690,0.078055
2040,261,0.08192
2040,1695,0.159634
2040,10908,0.224459
2040,2551,0.228823
2041,3504,0.153063
2041,11086,0.250107
2041,12183,0.255748
2041,2197,0.389182
2041,3463,0.396342
2042,12085,0.055597
2042,8024,0.078508
2042,217,0.177912
2042,5771,0.189031
2042,8207,0.203475
2043,16740,0.033358
2043,1839,0.074875
2043,13640,0.077836
2043,14009,0.077836
2043,14884,0.078108
2044,14929,0.151959
2044,16621,0.232914
2044,524,0.301467
2044,9967,0.316862
2044,3964,0.355131
2045,8199,0.066717
2045,13695,0.075855
2045,18411,0.093388
2045,9559,0.093388
2045,13173,0.153084
2046,7847,0.108127
2046,8629,0.959636
2046,17324,1.004164
2046,19723,1.147765
2046,15917,1.179915
2047,19086,0.074925
2047,9536,0.0933
2047,3374,0.153517
2047,17783,0.16403
2047,1301,0.168858
2048,19564,0.075688
2048,11425,0.075688
2048,11404,0.077836
2048,9321,0.150146
2048,10959,0.150146
2049,8263,0.116475
2049,11131,0.213807
2049,18583,0.232953
2049,6520,0.238622
2049,10752,0.259322
2050,19127,0.246748
2050,19250,0.311346
2050,20360,0.313605
2050,7533,0.4073
2050,10566,0.422541
2051,3700,0.075063
2051,10789,0.100428
2051,7853,0.116395
2051,20118,0.151765
2051,4544,0.162881
2052,1161,0.124919
2052,5114,0.193183
2052,4853,0.286286
2052,5208,0.315359
2052,18827,0.526788
2053,16971,0.125017
2053,12501,0.125017
2053,3128,0.155673
2053,10834,0.162819
2053,6320,0.164035
2054,2429,0.033358
2054,2228,0.213659
2054,13698,0.28671
2054,5837,0.287865
2054,8535,0.298617
2055,7628,0.081983
2055,7514,0.100298
2055,20290,0.150191
2055,5362,0.159766
2055,20256,0.159766
2056,13193,0.208798
2056,5462,0.234803
2056,14585,0.255748
2056,2032,0.433292
2056,10333,0.462949
2057,12044,0.044478
2057,15394,0.087561
2057,16713,0.189031
2057,1354,0.208926
2057,18242,0.21389
2058,7676,0.011119
2058,19247,0.082043
2058,18951,0.087158
2058,10764,0.093323
2058,17089,0.116324
2059,9811,0.116498
2059,9812,0.116498
2059,7493,0.193898
2059,3649,0.21127
2059,11840,0.21127
2060,14218,0.189031
2060,15846,0.216811
2060,2527,0.408125
2060,19009,0.680528
2060,14795,0.864809
2061,4240,0.0
2061,5202,0.107926
2061,13271,0.133991
2061,1809,0.149526
2061,4001,0.193182
2062,6857,0.100212
2062,13576,0.111195
2062,3264,0.163755
2062,5099,0.186356
2062,13654,0.193197
2063,20245,0.066717
2063,17965,0.125141
2063,7438,0.180543
2063,8038,0.193126
2063,2996,0.22975
2064,7325,0.100075
2064,16791,0.215927
2064,212,0.325535
2064,7683,0.337337
2064,6898,0.342611
2065,17989,0.078669
2065,15539,0.082505
2065,812,0.151329
2065,5799,0.15255
2065,15342,0.153294
2066,17111,0.122314
2066,17440,0.300226
2066,7714,0.303959
2066,14053,0.303959
2066,2473,0.309582
2067,3070,0.093166
2067,16514,0.1002
2067,19101,0.232395
2067,19580,0.233988
2067,7202,0.277141
2068,16989,0.082367
2068,9931,0.087463
2068,18294,0.087463
2068,9885,0.230266
2068,13938,0.232668
2069,13725,0.022239
2069,5858,0.066717
2069,5165,0.066717
2069,3353,0.077836
2069,13917,0.116335
2070,9021,0.022239
2070,15131,0.033358
2070,3135,0.055597
2070,15387,0.055597
2070,7998,0.078138
2071,8102,0.100075
2071,627,0.134092
2071,3599,0.182856
2071,10517,0.424812
2071,11666,0.429136
2072,8460,0.093388
2072,7512,0.303418
2072,336,0.31007
2072,7750,0.4201
2072,8547,0.508441
2073,1249,0.033358
2073,1521,0.044478
2073,10418,0.087003
2073,3762,0.116208
2073,13686,0.193198
2074,747,0.074843
2074,15835,0.156155
2074,2891,0.186469
2074,9191,0.225627
2074,9633,0.233509
2075,12400,0.355422
2075,8930,0.383671
2075,4981,0.386848
2075,10374,0.471149
2075,1638,0.516927
2076,12464,0.153124
2076,8455,0.153888
2076,5878,0.156674
2076,9242,0.160187
2076,12219,0.216338
2077,11552,0.066717
2077,10632,0.087585
2077,12813,0.108403
2077,607,0.233291
2077,9923,0.247491
2078,17395,0.075597
2078,10544,0.100211
2078,4797,0.200422
2078,2305,0.200422
2078,17429,0.22239
2079,15257,0.075956
2079,9818,0.200968
2079,10793,0.235081
2079,17000,0.289107
2079,12327,0.29663
2080,12858,0.200931
2080,949,0.289107
2080,10194,0.307776
2080,5697,0.311346
2080,7944,0.373814
2081,9905,0.087005
2081,8954,0.116211
2081,11819,0.17401
2081,12310,0.245644
2081,1097,0.302399
2082,11143,0.087039
2082,10918,0.151277
2082,12502,0.159629
2082,18965,0.224449
2082,17180,0.234638
2083,18788,0.111195
2083,19245,0.133434
2083,14991,0.168913
2083,19595,0.18286
2083,9029,0.182861
2084,10531,0.229091
2084,8694,0.301496
2084,14217,0.386815
2084,3270,0.430297
2084,1302,0.454393
2085,5659,0.087191
2085,4033,0.093355
2085,16325,0.133434
2085,15790,0.216173
2085,13723,0.224313
2086,11838,0.366202
2086,3107,0.498346
2086,5539,0.55035
2086,4615,0.672944
2086,6570,0.74925
2087,7173,0.156893
2087,10674,0.162957
2087,13533,0.174786
2087,7687,0.187086
2087,18312,0.193163
2088,13572,0.022239
2088,14406,0.164208
2088,18545,0.177912
2088,18546,0.177912
2088,12108,0.180357
2089,2089,0.0
2089,892,0.044478
2089,11669,0.055597
2089,5109,0.134309
2089,1963,0.163004
2090,718,0.224813
2090,2698,0.233179
2090,9419,0.25056
2090,6591,0.289107
2090,16157,0.321324
2091,2091,0.0
2091,4200,0.231029
2091,18530,0.249818
2091,16388,0.287861
2091,13672,0.299191
2092,12288,0.076119
2092,9043,0.08236
2092,12381,0.100606
2092,12924,0.16054
2092,14094,0.174913
2093,3491,0.075883
2093,6046,0.077836
2093,18858,0.155673
2093,550,0.172825
2093,9986,0.174504
2094,257,0.10827
2094,13557,0.172909
2094,9267,0.274243
2094,15629,0.277817
2094,12636,0.296751
2095,12231,0.044478
2095,12157,0.180352
2095,18513,0.203374
2095,13720,0.277211
2095,4998,0.277212
2096,953,0.055597
2096,9486,0.100607
2096,8481,0.162991
2096,13563,0.17293
2096,16366,0.235557
2097,1843,0.077836
2097,5877,0.1081
2097,5600,0.153074
2097,9250,0.153074
2097,1307,0.17442
2098,17233,0.055597
2098,3771,0.066717
2098,7955,0.082432
2098,6087,0.19414
2098,17905,0.224832
2099,6382,0.075324
2099,16839,0.154296
2099,1621,0.166792
2099,10655,0.169567
2099,7029,0.224296
2100,16824,0.044478
2100,8986,0.143435
2100,16025,0.151479
2100,3303,0.155673
2100,10377,0.168849
2101,5110,0.077836
2101,10275,0.087122
2101,2126,0.111195
2101,13154,0.144553
2101,12538,0.149827
2102,6349,0.074853
2102,3996,0.078087
2102,9140,0.152995
2102,6971,0.162784
2102,14511,0.1639
2103,20037,0.055597
2103,17137,0.078272
2103,20262,0.166792
2103,5536,0.172817
2103,18712,0.182897
2104,18244,0.022239
2104,2123,0.093316
2104,8828,0.093317
2104,6206,0.153559
2104,6494,0.200678
2105,6774,0.044478
2105,1081,0.078033
2105,7179,0.087022
2105,13987,0.100075
2105,15634,0.100075
2106,2545,0.044478
2106,12263,0.087091
2106,11718,0.100075
2106,9938,0.168775
2106,35,0.180116
2107,5394,0.066717
2107,9352,0.125093
2107,17756,0.125094
2107,15124,0.134154
2107,2906,0.169089
2108,5897,0.055597
2108,2566,0.156755
2108,5487,0.238524
2108,9472,0.411129
2108,16000,0.453127
2109,14459,0.087018
2109,7175,0.149997
2109,16266,0.156058
2109,17809,0.208016
2109,11632,0.255548
2110,7520,0.075686
2110,7850,0.116267
2110,3321,0.124979
2110,11056,0.143407
2110,3052,0.156197
2111,2607,0.082395
2111,18137,0.144553
2111,10601,0.163008
2111,13091,0.183018
2111,10224,0.193206
2112,9278,0.011119
2112,15424,0.143374
2112,17567,0.150014
2112,15643,0.192996
2112,5303,0.200151
2113,1072,0.111195
2113,7265,0.22239
2113,10236,0.301999
2113,18001,0.30948
2113,8014,0.311418
2114,13149,0.201217
2114,12220,0.203479
2114,4936,0.22429
2114,3331,0.245352
2114,16982,0.665967
2115,1784,0.100276
2115,7178,0.116263
2115,16727,0.134046
2115,6746,0.144553
2115,18254,0.150132
2116,5033,0.066717
2116,6647,0.143651
2116,10899,0.172942
2116,15410,0.174964
2116,5070,0.174966
2117,6879,0.150508
2117,9894,0.200834
2117,17603,0.200834
2117,929,0.225145
2117,428,0.430624
2118,2436,0.022239
2118,6738,0.143444
2118,6769,0.143445
2118,11994,0.159852
2118,11457,0.232623
2119,18471,0.033358
2119,18452,0.134016
2119,18876,0.215911
2119,14150,0.244629
2119,4756,0.26109
2120,10545,0.044478
2120,14129,0.08747
2120,13104,0.111195
2120,13796,0.122314
2120,4505,0.189031
