bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,renovation_age,is_renovated,total_rooms,living_ratio,basement_ratio
3,1.75,2090,12026,1.0,0,0,4,7,2090,0,1948,0,98002,47.3095,-122.217,1700,9496,78,0,0,4.75,0.1737901214036254,0.0
4,2.5,1830,6360,2.0,0,0,3,8,1830,0,1994,0,98031,47.4184,-122.18,1830,6596,32,0,0,6.5,0.2877358490566037,0.0
4,2.5,1790,19177,1.0,0,0,4,7,1790,0,1966,0,98030,47.3617,-122.172,1760,11726,60,0,0,6.5,0.0933409813839495,0.0
2,2.0,1540,6804,1.0,0,0,5,7,1020,520,1942,0,98177,47.7044,-122.372,1380,6930,84,0,0,4.0,0.2263374485596707,0.3376623376623376
4,1.5,2740,4912,1.0,0,0,4,8,1370,1370,1937,0,98199,47.6523,-122.412,2160,5006,89,0,0,5.5,0.5578175895765473,0.5
2,2.5,2510,14878,2.0,0,0,3,10,2510,0,1990,0,98011,47.7525,-122.205,3080,13594,36,0,0,4.5,0.1687054711654792,0.0
4,2.5,3420,7462,2.0,0,0,3,9,3420,0,2002,0,98074,47.6388,-122.064,3080,8031,24,0,0,6.5,0.4583221656392388,0.0
3,2.0,1200,7320,1.0,0,0,3,7,1200,0,1955,0,98115,47.6986,-122.286,1750,8220,71,0,0,5.0,0.1639344262295081,0.0
4,2.25,2690,36114,2.0,0,0,4,9,2690,0,1986,0,98092,47.3106,-122.116,2570,35091,40,0,0,6.25,0.0744863487844049,0.0
3,1.5,1710,5120,2.0,0,0,4,7,1710,0,1920,0,98115,47.6801,-122.305,1530,5170,106,0,0,4.5,0.333984375,0.0
5,1.75,2170,9752,1.0,0,0,3,7,1100,1070,1962,0,98003,47.3355,-122.331,1810,10609,64,0,0,6.75,0.2225184577522559,0.4930875576036866
4,2.5,2480,176418,1.5,0,3,5,8,2480,0,1927,0,98022,47.1941,-122.038,1640,112384,99,0,0,6.5,0.0140575224750308,0.0
3,2.25,1450,4789,2.0,0,0,3,7,1450,0,1985,0,98029,47.5665,-122.018,1560,4490,41,0,0,5.25,0.3027771977448319,0.0
3,2.5,2370,9102,2.0,0,0,3,9,2370,0,1990,0,98023,47.3067,-122.394,2530,9883,36,0,0,5.5,0.2603823335530653,0.0
5,3.0,3670,9600,1.0,0,1,3,8,1980,1690,1955,0,98108,47.5648,-122.316,1730,4933,71,0,0,8.0,0.3822916666666666,0.4604904632152589
4,2.5,3340,123600,2.0,0,0,3,10,3340,0,2005,0,98053,47.6101,-121.955,3730,123600,21,0,0,6.5,0.0270226537216828,0.0
3,1.75,1720,5956,2.0,0,0,3,8,1720,0,1981,0,98033,47.6875,-122.202,1620,9324,45,0,0,4.75,0.2887844190732035,0.0
3,1.0,1060,7638,1.0,0,0,5,7,1060,0,1966,0,98007,47.5941,-122.142,1470,8097,60,0,0,4.0,0.1387797852841057,0.0
4,2.5,2170,7533,2.0,0,0,3,8,2170,0,1991,0,98059,47.5057,-122.149,2170,8728,35,0,0,6.5,0.2880658436213992,0.0
3,1.5,1900,9737,1.0,0,0,4,7,1200,700,1968,0,98031,47.4125,-122.207,1670,9737,58,0,0,4.5,0.1951319708329054,0.3684210526315789
4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,110,0,0,6.0,0.3522479825797361,0.1818181818181818
2,1.0,930,3200,1.0,0,0,3,7,930,0,1904,0,98122,47.609,-122.314,1690,3840,122,0,0,3.0,0.290625,0.0
4,1.75,1930,9310,1.0,0,0,4,9,1930,0,1968,0,98008,47.6158,-122.108,2110,10290,58,0,0,5.75,0.2073039742212674,0.0
3,1.0,1090,6435,1.0,0,0,4,7,1090,0,1955,0,98106,47.5334,-122.365,1340,6435,71,0,0,4.0,0.1693861693861693,0.0
6,2.5,2820,8600,1.0,0,0,5,8,1430,1390,1967,0,98006,47.565,-122.144,2070,8900,59,0,0,8.5,0.327906976744186,0.4929078014184397
4,2.75,2190,2867,1.5,0,0,5,7,1470,720,1929,0,98115,47.6868,-122.308,1600,3800,97,0,0,6.75,0.7638646668991977,0.3287671232876712
2,1.0,710,1173,2.0,0,0,4,7,710,0,1943,0,98102,47.6412,-122.329,1370,1173,83,0,0,3.0,0.6052855924978687,0.0
3,1.75,2430,4524,1.5,0,0,4,7,1830,600,1924,0,98103,47.674,-122.35,1610,4100,102,0,0,4.75,0.5371352785145889,0.2469135802469135
3,1.0,1330,6900,1.0,0,0,3,7,1330,0,1976,0,98023,47.3033,-122.381,1530,7000,50,0,0,4.0,0.1927536231884058,0.0
4,2.5,2700,8810,2.0,0,0,3,9,2700,0,2004,0,98052,47.7041,-122.116,2730,5100,22,0,0,6.5,0.3064699205448354,0.0
1,1.0,800,2480,1.0,0,0,4,6,800,0,1919,0,98108,47.5581,-122.316,1490,4650,107,0,0,2.0,0.3225806451612903,0.0
4,1.0,1510,7200,1.5,0,0,4,7,1510,0,1955,0,98155,47.761,-122.307,1950,10656,71,0,0,5.0,0.2097222222222222,0.0
3,2.5,2790,31798,1.0,0,0,5,8,1650,1140,1953,0,98027,47.5241,-122.039,1400,14849,73,0,0,5.5,0.0877413673815963,0.4086021505376344
3,1.0,1380,6591,1.0,0,0,4,7,1380,0,1947,0,98133,47.7164,-122.351,1610,6594,79,0,0,4.0,0.2093764223941738,0.0
3,2.5,1610,10022,2.0,0,0,3,7,1610,0,1996,0,98003,47.2583,-122.3,1820,10017,30,0,0,5.5,0.1606465775294352,0.0
3,1.0,1210,6000,1.0,0,0,3,7,1210,0,1930,0,98178,47.4984,-122.224,1210,6000,96,0,0,4.0,0.2016666666666666,0.0
3,2.5,2620,78843,1.0,0,3,4,7,1310,1310,1964,0,98092,47.2584,-122.093,2330,130244,62,0,0,5.5,0.0332305975165835,0.5
3,1.75,1750,11340,1.0,0,1,4,7,1300,450,1987,0,98074,47.6099,-122.058,2310,11340,39,0,0,4.75,0.1543209876543209,0.2571428571428571
3,2.5,1550,12920,2.0,0,0,5,7,1550,0,1999,0,98033,47.6973,-122.194,2610,10800,27,0,0,5.5,0.119969040247678,0.0
3,1.0,1150,11802,1.0,0,0,4,7,1150,0,1932,1958,98106,47.5624,-122.361,1880,6082,94,68,1,4.0,0.0974411116759871,0.0
4,3.25,3160,8876,2.0,0,0,3,9,2460,700,1997,0,98056,47.5153,-122.178,2900,10000,29,0,0,7.25,0.3560162235241099,0.2215189873417721
1,1.0,640,10280,1.0,0,0,2,5,640,0,1920,0,98126,47.5144,-122.368,1090,9000,106,0,0,2.0,0.0622568093385214,0.0
4,2.5,2450,20348,1.0,0,0,3,8,1410,1040,1978,0,98075,47.5887,-122.064,2450,50094,48,0,0,6.5,0.1204049538038136,0.4244897959183673
3,1.0,1120,10500,1.0,0,0,4,7,1120,0,1966,0,98034,47.7267,-122.226,1320,10500,60,0,0,4.0,0.1066666666666666,0.0
3,2.25,2280,5750,1.0,0,1,4,7,1150,1130,1985,0,98116,47.5641,-122.393,1500,5060,41,0,0,5.25,0.3965217391304347,0.4956140350877193
4,2.5,2510,6853,2.0,0,2,3,9,2510,0,2006,0,98038,47.3547,-122.003,3400,6965,20,0,0,6.5,0.3662629505326134,0.0
2,1.5,1020,1275,3.0,0,0,3,8,1020,0,2008,0,98103,47.7003,-122.346,980,1415,18,0,0,3.5,0.8,0.0
4,2.5,2180,5367,2.0,0,0,3,7,2180,0,2000,0,98038,47.3775,-122.022,2180,5130,26,0,0,6.5,0.4061859511831563,0.0
3,2.75,1420,955,2.0,0,0,3,8,1160,260,2004,0,98029,47.5477,-122.003,1420,955,22,0,0,5.75,1.486910994764398,0.1830985915492957
3,3.0,2480,45302,1.0,0,0,4,8,1620,860,1976,0,98077,47.7591,-122.073,1260,14100,50,0,0,6.0,0.0547437199240651,0.3467741935483871
3,2.5,2280,6031,2.0,0,0,3,8,2280,0,2011,0,98019,47.7322,-121.966,2430,7200,15,0,0,5.5,0.3780467584148566,0.0
3,2.25,2030,8690,1.0,0,0,4,8,1360,670,1986,0,98023,47.3185,-122.391,1720,8800,40,0,0,5.25,0.2336018411967779,0.3300492610837438
4,3.25,3430,9870,2.0,0,0,3,9,3430,0,2014,0,98011,47.776,-122.173,3360,9724,12,0,0,7.25,0.3475177304964539,0.0
3,2.25,1640,7730,1.0,0,0,4,7,1220,420,1989,0,98038,47.3576,-122.039,1560,7566,37,0,0,5.25,0.2121604139715394,0.2560975609756097
3,1.0,1320,8625,1.0,0,0,4,7,1320,0,1957,0,98056,47.4902,-122.179,1370,8295,69,0,0,4.0,0.1530434782608695,0.0
4,2.5,2340,8548,2.0,0,0,3,8,2340,0,1993,0,98031,47.4206,-122.183,1970,6818,33,0,0,6.5,0.2737482452035564,0.0
3,2.25,1450,1387,3.0,0,0,3,8,1450,0,2000,0,98115,47.6765,-122.302,1450,1429,26,0,0,5.25,1.0454217736121123,0.0
3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,85,0,0,5.0,0.3640621673408559,0.0
3,2.0,1640,4802,1.0,0,0,3,8,1640,0,2010,0,98038,47.3538,-122.021,1940,4802,16,0,0,5.0,0.34152436484798,0.0
2,1.0,1390,19988,1.0,0,2,4,7,1390,0,1949,0,98198,47.3985,-122.321,2580,10490,77,0,0,3.0,0.069541725035021,0.0
4,2.5,2660,5043,2.0,0,2,3,9,2660,0,2003,0,98029,47.5445,-121.996,3010,5500,23,0,0,6.5,0.5274638112234781,0.0
4,2.5,2120,3220,2.0,0,0,3,9,2120,0,2005,0,98052,47.6662,-122.083,2120,3547,21,0,0,6.5,0.6583850931677019,0.0
2,1.0,520,22334,1.0,0,0,2,5,520,0,1951,0,98168,47.4799,-122.296,1572,10570,75,0,0,3.0,0.0232828870779976,0.0
3,2.25,1920,7840,2.0,0,0,4,8,1920,0,1982,0,98032,47.3631,-122.276,2170,7210,44,0,0,5.25,0.2448979591836734,0.0
3,1.5,1400,7550,1.0,0,0,4,7,1400,0,1953,0,98133,47.7566,-122.337,1730,7562,73,0,0,4.5,0.1854304635761589,0.0
3,2.5,1610,7223,2.0,0,0,3,7,1610,0,1994,0,98030,47.3661,-122.173,1610,7162,32,0,0,5.5,0.2228990724075868,0.0
4,2.75,3220,15467,2.0,0,0,3,11,3220,0,1994,0,98077,47.7128,-122.083,3670,16641,32,0,0,6.75,0.2081851684230943,0.0
3,2.75,2170,7900,1.0,0,0,4,8,1380,790,1978,0,98032,47.362,-122.277,2170,7700,48,0,0,5.75,0.2746835443037975,0.3640552995391705
3,1.0,1200,7800,1.0,0,0,4,7,1200,0,1954,0,98126,47.5196,-122.371,1230,7070,72,0,0,4.0,0.1538461538461538,0.0
4,3.25,2885,33671,2.0,0,0,4,8,2885,0,1984,0,98027,47.5174,-122.046,1910,16000,42,0,0,7.25,0.0856820409254254,0.0
4,1.5,1550,9176,1.0,0,0,3,7,1000,550,1956,0,98008,47.6005,-122.129,1730,8539,70,0,0,5.5,0.1689189189189189,0.3548387096774194
3,2.5,1740,4497,2.0,0,0,3,7,1740,0,2012,0,98042,47.3697,-122.117,1950,4486,14,0,0,5.5,0.3869246164109406,0.0
3,2.0,1410,6600,1.0,0,0,4,7,1410,0,1990,0,98042,47.3596,-122.089,1750,7150,36,0,0,5.0,0.2136363636363636,0.0
3,2.75,3410,9360,1.5,0,0,4,8,3410,0,1967,0,98058,47.4497,-122.147,2260,10128,59,0,0,5.75,0.3643162393162393,0.0
3,2.5,2260,8120,2.0,0,0,3,8,2260,0,2004,0,98023,47.2924,-122.357,2250,7784,22,0,0,5.5,0.2783251231527093,0.0
3,1.5,1390,9680,1.0,0,0,4,7,1390,0,1956,0,98008,47.634,-122.125,1460,10050,70,0,0,4.5,0.143595041322314,0.0
4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,76,0,0,6.0,0.1635416666666666,0.0
3,2.0,1640,8395,1.0,0,0,4,7,1640,0,1991,0,98038,47.348,-122.035,1510,7180,35,0,0,5.0,0.1953543776057177,0.0
4,2.5,3280,5876,2.0,0,0,3,7,3280,0,2004,0,98053,47.6802,-122.034,2600,5000,22,0,0,6.5,0.5582028590878149,0.0
4,2.5,2410,7517,2.0,0,0,3,8,2410,0,1983,0,98058,47.4388,-122.142,2420,8095,43,0,0,6.5,0.320606624983371,0.0
4,2.0,2630,16475,2.0,0,0,4,8,2630,0,1953,0,98004,47.639,-122.219,2670,15001,73,0,0,6.0,0.1596358118361153,0.0
3,2.5,2060,7184,2.0,0,0,3,8,2060,0,1987,0,98029,47.567,-122.012,2230,7788,39,0,0,5.5,0.2867483296213808,0.0
1,1.0,460,4120,1.0,0,0,3,4,460,0,1937,0,98055,47.4868,-122.199,990,4120,89,0,0,2.0,0.1116504854368932,0.0
3,2.5,2090,9847,2.0,0,2,3,9,2090,0,1983,0,98006,47.5651,-122.114,2860,11483,43,0,0,5.5,0.2122473849903524,0.0
3,2.25,1760,7023,2.0,0,0,3,7,1760,0,1995,0,98019,47.7468,-121.98,1760,7082,31,0,0,5.25,0.2506051544923822,0.0
3,1.0,1000,8018,1.0,0,0,3,7,1000,0,1969,0,98034,47.7285,-122.198,1270,8000,57,0,0,4.0,0.1247193813918682,0.0
3,2.25,1584,2800,2.0,0,0,3,7,1584,0,2012,0,98002,47.3454,-122.214,1584,2800,14,0,0,5.25,0.5657142857142857,0.0
3,1.75,1080,3200,1.0,0,0,4,7,880,200,1926,0,98103,47.6503,-122.338,1780,5200,100,0,0,4.75,0.3375,0.1851851851851851
4,2.5,3250,4650,2.0,0,0,3,8,3250,0,2007,0,98031,47.4004,-122.203,2960,4650,19,0,0,6.5,0.6989247311827957,0.0
2,1.0,1270,43560,1.0,0,0,4,5,1270,0,1908,0,98042,47.3651,-122.165,1870,6960,118,0,0,3.0,0.0291551882460973,0.0
1,1.0,970,7639,1.0,0,0,4,5,570,400,1920,0,98166,47.4655,-122.346,1360,7380,106,0,0,2.0,0.1269799712004189,0.4123711340206185
2,2.5,1785,779,2.0,0,0,3,7,1595,190,1975,0,98004,47.5959,-122.198,1780,794,51,0,0,4.5,2.291399229781772,0.1064425770308123
2,2.5,2680,7625,1.0,0,0,3,9,2680,0,2002,0,98053,47.7094,-122.024,2310,7395,24,0,0,4.5,0.3514754098360655,0.0
3,2.5,2540,11562,1.0,0,1,3,8,1290,1250,1964,0,98028,47.7614,-122.229,2230,10310,62,0,0,5.5,0.21968517557516,0.4921259842519685
2,1.75,1560,43748,2.0,0,0,3,8,1560,0,1967,2000,98065,47.5729,-121.676,1000,24602,59,26,1,3.75,0.0356587729724787,0.0
4,1.0,1210,6380,1.5,0,0,3,7,1210,0,1936,0,98115,47.6924,-122.321,1340,6380,90,0,0,5.0,0.1896551724137931,0.0
2,2.0,1540,7110,1.0,0,0,3,7,960,580,1949,0,98117,47.6932,-122.395,1860,7065,77,0,0,4.0,0.2165963431786216,0.3766233766233766
4,2.5,1780,5822,2.0,0,0,3,7,1780,0,2001,0,98058,47.4455,-122.169,1990,4092,25,0,0,6.5,0.3057368601855033,0.0
4,2.5,2990,5400,2.0,0,0,3,8,2990,0,2005,0,98074,47.6122,-122.009,2890,6538,21,0,0,6.5,0.5537037037037037,0.0
3,1.75,1740,8800,1.0,0,0,3,7,1140,600,1978,0,98023,47.2968,-122.372,1690,7920,48,0,0,4.75,0.1977272727272727,0.3448275862068966
4,3.0,3000,10297,2.0,0,0,3,8,3000,0,2003,0,98042,47.3684,-122.073,2520,8366,23,0,0,7.0,0.2913469942701758,0.0
4,3.0,2320,13068,2.0,0,2,3,8,2320,0,1998,0,98198,47.3497,-122.317,2220,25265,28,0,0,7.0,0.177532904805632,0.0
4,2.75,2220,11925,1.0,0,0,3,7,1560,660,1953,1985,98004,47.6381,-122.205,2500,11377,73,41,1,6.75,0.1861635220125786,0.2972972972972973
3,1.0,880,18109,1.0,0,0,4,6,880,0,1970,0,98042,47.3634,-122.101,940,11193,56,0,0,4.0,0.048594621458943,0.0
3,1.75,1730,8073,1.0,0,0,3,8,1350,380,1971,0,98177,47.7694,-122.367,2500,8073,55,0,0,4.75,0.214294562120649,0.2196531791907514
5,3.5,3990,42436,2.0,0,0,3,9,2710,1280,2002,0,98027,47.461,-122.0,3030,41684,24,0,0,8.5,0.094023941936092,0.3208020050125313
4,2.0,2040,5050,1.0,0,0,5,7,1160,880,1937,0,98115,47.6885,-122.324,2040,5050,89,0,0,6.0,0.403960396039604,0.4313725490196078
4,2.5,3170,94855,1.0,0,0,4,9,1910,1260,1978,0,98072,47.7648,-122.112,2590,65340,48,0,0,6.5,0.0334194296557904,0.3974763406940063
3,3.25,3610,59677,2.0,0,0,3,10,2440,1170,2003,0,98027,47.5464,-122.088,3130,65775,23,0,0,6.25,0.0604923169730381,0.3240997229916897
4,2.25,2130,7210,1.0,0,0,5,7,1330,800,1965,0,98008,47.629,-122.117,1310,7896,61,0,0,6.25,0.2954230235783633,0.3755868544600939
3,2.25,1230,1380,3.0,0,0,3,8,1230,0,2013,0,98199,47.6521,-122.4,1760,5664,13,0,0,5.25,0.8913043478260869,0.0
2,2.0,1384,1822,2.0,0,0,3,7,1384,0,1990,0,98028,47.7525,-122.244,1078,1315,36,0,0,4.0,0.7596048298572997,0.0
3,2.0,1190,10299,1.0,0,0,3,7,1190,0,1994,0,98010,47.314,-122.0,1700,9849,32,0,0,5.0,0.1155451985629672,0.0
3,1.75,1150,6600,1.5,0,0,4,6,1150,0,1970,0,98033,47.6709,-122.185,1530,6600,56,0,0,4.75,0.1742424242424242,0.0
3,1.0,1960,7955,1.0,0,0,4,7,1260,700,1963,0,98177,47.7641,-122.364,1850,8219,63,0,0,4.0,0.2463859208045254,0.3571428571428571
3,1.75,1770,10125,2.0,0,0,3,7,1770,0,1944,1978,98133,47.7289,-122.353,1680,9825,82,48,1,4.75,0.1748148148148148,0.0
3,2.0,1390,6005,2.0,0,0,3,8,1390,0,2005,0,98022,47.2117,-121.99,1264,5550,21,0,0,5.0,0.231473771856786,0.0
3,1.0,1250,8800,1.0,0,0,3,7,1250,0,1955,0,98146,47.497,-122.357,1480,8200,71,0,0,4.0,0.1420454545454545,0.0
3,1.75,2040,15695,1.0,0,0,4,8,2040,0,1959,0,98166,47.4155,-122.339,2280,14400,67,0,0,4.75,0.1299776999044281,0.0
3,2.5,1608,4000,2.0,0,0,3,8,1608,0,2014,0,98092,47.2582,-122.198,2009,4983,12,0,0,5.5,0.402,0.0
3,1.5,1250,9484,1.0,0,0,4,7,1250,0,1969,0,98042,47.3675,-122.147,1320,9600,57,0,0,4.5,0.1318009278785322,0.0
4,2.0,1750,8116,1.0,0,0,4,5,1750,0,1943,0,98056,47.5097,-122.181,1440,7865,83,0,0,6.0,0.2156234598324297,0.0
1,0.75,420,6720,1.0,0,0,3,5,420,0,1922,0,98108,47.552,-122.311,1420,6720,104,0,0,1.75,0.0625,0.0
2,1.0,900,6656,1.0,0,0,3,7,900,0,1940,0,98126,47.5467,-122.377,1230,6400,86,0,0,3.0,0.1352163461538461,0.0
2,1.0,860,5800,1.0,0,0,5,5,860,0,1942,0,98056,47.4979,-122.183,900,6000,84,0,0,3.0,0.1482758620689655,0.0
2,2.0,2370,217800,1.5,0,0,3,7,1600,770,1992,0,98027,47.5007,-122.088,2370,157687,34,0,0,4.0,0.0108815426997245,0.3248945147679324
5,2.25,2230,9600,1.0,0,0,3,8,1320,910,1978,0,98077,47.7466,-122.076,2080,9760,48,0,0,7.25,0.2322916666666666,0.4080717488789238
2,1.0,850,6000,1.0,0,0,3,6,850,0,1924,0,98178,47.4972,-122.224,1100,6000,102,0,0,3.0,0.1416666666666666,0.0
3,1.5,1590,7260,1.0,0,0,3,7,1080,510,1964,0,98133,47.7753,-122.353,1590,7594,62,0,0,4.5,0.2190082644628099,0.320754716981132
4,3.0,1820,8261,1.0,0,0,3,7,1420,400,1969,0,98034,47.7197,-122.219,1920,7961,57,0,0,7.0,0.2203123108582496,0.2197802197802197
3,2.5,2340,59058,1.0,0,0,3,8,2340,0,1985,0,98038,47.4052,-122.028,2700,37263,41,0,0,5.5,0.0396220664431575,0.0
3,1.75,1680,8460,1.0,0,0,3,7,1180,500,1976,0,98133,47.7554,-122.353,1890,9529,50,0,0,4.75,0.1985815602836879,0.2976190476190476
4,2.0,2280,7200,1.0,0,0,4,7,2280,0,1956,0,98133,47.7132,-122.355,1100,7620,70,0,0,6.0,0.3166666666666666,0.0
3,1.0,1210,7649,1.0,0,0,4,7,1210,0,1956,0,98155,47.7693,-122.32,1210,6760,70,0,0,4.0,0.158190613152046,0.0
2,1.75,1950,10766,1.0,0,3,4,6,1160,790,1952,0,98166,47.4504,-122.377,1780,11721,74,0,0,3.75,0.1811257663013189,0.4051282051282051
2,1.0,670,3101,1.0,0,0,4,6,670,0,1948,0,98118,47.5546,-122.274,1660,4100,78,0,0,3.0,0.2160593356981618,0.0
5,1.75,2330,3800,1.5,0,0,3,7,1360,970,1927,0,98115,47.6835,-122.308,2100,3800,99,0,0,6.75,0.6131578947368421,0.4163090128755364
3,2.5,1660,1545,2.0,0,2,3,9,1400,260,2002,0,98109,47.6268,-122.353,1820,2570,24,0,0,5.5,1.0744336569579287,0.1566265060240964
3,2.75,2800,9750,1.0,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530,69,0,0,5.75,0.2871794871794871,0.5
6,2.75,2730,5000,1.0,0,0,3,8,1780,950,1962,0,98107,47.6751,-122.38,2090,5000,64,0,0,8.75,0.546,0.3479853479853479
4,3.5,2640,5900,2.0,0,2,3,8,2640,0,1937,1998,98136,47.5421,-122.383,1700,5900,89,28,1,7.5,0.447457627118644,0.0
3,1.75,1390,7399,1.0,0,0,4,7,1390,0,1975,0,98031,47.4183,-122.182,1460,7800,51,0,0,4.75,0.1878632247601027,0.0
3,2.5,2930,6050,2.0,0,0,3,9,2930,0,2008,0,98065,47.5151,-121.883,2760,5765,18,0,0,5.5,0.484297520661157,0.0
3,2.5,1810,4332,2.0,0,0,3,8,1810,0,1992,0,98029,47.5776,-121.996,1740,4332,34,0,0,5.5,0.4178208679593721,0.0
3,0.75,920,20412,1.0,1,2,5,6,920,0,1950,0,98070,47.4781,-122.49,1162,54705,76,0,0,3.75,0.045071526553008,0.0
4,1.0,1870,4992,1.5,0,0,4,7,1670,200,1940,0,98199,47.6437,-122.396,2160,5239,86,0,0,5.0,0.374599358974359,0.106951871657754
1,1.0,720,3166,1.0,0,0,3,6,720,0,1920,0,98116,47.5811,-122.389,1140,6250,106,0,0,2.0,0.2274162981680353,0.0
4,1.5,1470,5100,1.5,0,0,3,7,1470,0,1946,0,98117,47.6769,-122.381,1470,5100,80,0,0,5.5,0.288235294117647,0.0
4,1.75,2090,5050,1.0,0,0,4,7,1090,1000,1916,0,98117,47.6802,-122.358,1760,5000,110,0,0,5.75,0.4138613861386138,0.4784688995215311
5,2.5,3320,7266,2.0,0,0,3,9,3320,0,2000,0,98075,47.5862,-122.054,3060,10269,26,0,0,7.5,0.4569226534544454,0.0
3,2.5,1850,7875,1.0,0,0,3,7,1250,600,1968,0,98058,47.434,-122.171,1930,8062,58,0,0,5.5,0.2349206349206349,0.3243243243243243
4,2.25,1330,8400,1.5,0,0,3,8,1330,0,1962,0,98005,47.6078,-122.169,2270,10146,64,0,0,6.25,0.1583333333333333,0.0
4,1.75,2310,9002,1.0,0,0,3,7,1780,530,1970,0,98034,47.731,-122.166,2090,8814,56,0,0,5.75,0.2566096423017107,0.2294372294372294
4,2.5,3170,9900,2.0,0,0,4,8,3170,0,1979,0,98007,47.6181,-122.147,2540,12400,47,0,0,6.5,0.3202020202020202,0.0
3,2.5,2490,7589,2.0,0,0,3,9,2490,0,1991,0,98056,47.5355,-122.179,2500,10386,35,0,0,5.5,0.3281064698906312,0.0
3,1.75,2210,8955,1.0,0,1,3,8,1560,650,1974,0,98033,47.6621,-122.189,2210,8976,52,0,0,4.75,0.2467895030709101,0.2941176470588235
2,1.0,720,6321,1.0,0,0,3,6,720,0,1940,0,98118,47.551,-122.289,920,5684,86,0,0,3.0,0.1139060275272899,0.0
3,2.5,1690,10113,1.0,0,0,3,7,1310,380,1991,0,98028,47.7381,-122.223,1690,10113,35,0,0,5.5,0.1671116384851181,0.2248520710059171
4,1.0,1290,5000,1.5,0,0,3,7,1290,0,1957,0,98146,47.5128,-122.358,1440,2500,69,0,0,5.0,0.258,0.0
4,2.0,1340,8190,1.0,0,0,4,7,1340,0,1942,0,98146,47.4905,-122.343,1410,9721,84,0,0,6.0,0.1636141636141636,0.0
5,1.75,2510,6000,1.5,0,0,5,8,2010,500,1920,0,98144,47.5798,-122.292,2240,5000,106,0,0,6.75,0.4183333333333333,0.199203187250996
4,2.5,2930,18199,2.0,0,0,3,9,2930,0,1998,0,98075,47.5937,-122.047,2930,33976,28,0,0,6.5,0.1609978570251112,0.0
3,2.5,1600,2231,2.0,0,0,3,7,1600,0,2003,0,98001,47.3314,-122.29,1600,2962,23,0,0,5.5,0.7171671896010757,0.0
3,1.0,1020,9835,1.0,0,0,5,7,1020,0,1955,0,98006,47.5728,-122.179,1210,9622,71,0,0,4.0,0.1037112353838332,0.0
5,3.25,3080,13394,1.0,0,2,4,9,2230,850,1968,0,98033,47.6651,-122.19,2810,10720,58,0,0,8.25,0.229953710616694,0.275974025974026
2,2.5,2305,5580,1.0,0,0,3,8,2305,0,2007,0,98077,47.7203,-122.024,1440,5748,19,0,0,4.5,0.4130824372759856,0.0
3,2.5,2100,5060,2.0,0,0,3,7,2100,0,2006,0,98108,47.563,-122.298,1520,2468,20,0,0,5.5,0.4150197628458498,0.0
3,1.5,1420,7520,1.0,0,0,4,7,1420,0,1956,0,98007,47.601,-122.134,2000,7520,70,0,0,4.5,0.1888297872340425,0.0
3,1.0,1270,8000,1.0,0,0,4,6,1270,0,1959,0,98008,47.6175,-122.118,1210,7875,67,0,0,4.0,0.15875,0.0
3,2.25,1690,7292,1.0,0,0,3,7,1250,440,1985,0,98003,47.2639,-122.303,1670,7747,41,0,0,5.25,0.2317608337904552,0.2603550295857988
3,2.5,2140,2867,2.0,0,0,3,8,1960,180,2005,0,98027,47.5357,-122.073,2280,2836,21,0,0,5.5,0.7464248343215905,0.0841121495327102
3,2.5,2430,7613,2.0,0,0,4,8,2430,0,1986,0,98058,47.4383,-122.135,2440,8342,40,0,0,5.5,0.3191908577433338,0.0
4,1.75,1860,9750,1.0,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.202,1900,8913,57,0,0,5.75,0.1907692307692307,0.2150537634408602
3,2.25,1960,7000,1.0,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140,46,0,0,5.25,0.28,0.1836734693877551
4,2.5,2150,3600,2.0,0,0,3,7,2150,0,2010,0,98038,47.3658,-122.019,2220,3915,16,0,0,6.5,0.5972222222222222,0.0
4,2.25,3010,10925,2.0,0,0,4,9,3010,0,1988,0,98092,47.3326,-122.201,2690,10925,38,0,0,6.25,0.2755148741418764,0.0
2,1.0,970,4560,1.0,0,0,4,7,970,0,1907,0,98103,47.6561,-122.332,1500,4560,119,0,0,3.0,0.212719298245614,0.0
3,1.0,1240,4842,1.0,0,0,4,6,1240,0,1916,0,98118,47.5166,-122.269,1540,5110,110,0,0,4.0,0.2560925237505163,0.0
4,2.75,2370,7320,2.0,0,0,3,7,2370,0,1989,0,98023,47.3071,-122.36,1960,7320,37,0,0,6.75,0.3237704918032787,0.0
3,2.5,2160,9888,2.0,0,0,4,9,2160,0,1989,0,98052,47.6712,-122.142,3060,7829,37,0,0,5.5,0.2184466019417475,0.0
